,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,SalePrice
71,20,RL,69.0,7599,Reg,Lvl,Corner,Gtl,Mitchel,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,No,ALQ,565,Unf,280,845,TA,Y,SBrkr,845,0,845,1,1,0,2,1,TA,4,0,Detchd,1987.0,Unf,2,360,Y,0,0,0,WD,Normal,129500
72,60,RL,74.0,10141,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,40.0,TA,TA,PConc,Gd,No,Unf,0,Unf,832,832,Gd,Y,SBrkr,885,833,1718,0,2,1,3,1,TA,7,1,Attchd,1998.0,Fin,2,427,Y,0,94,0,WD,Normal,185000
73,20,RL,85.0,10200,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,104.0,TA,TA,CBlock,TA,No,ALQ,320,Other,404,1086,Gd,Y,SBrkr,1086,0,1086,1,1,0,3,1,TA,6,0,Attchd,1989.0,Unf,2,490,Y,0,0,0,WD,Normal,144900
74,50,RM,60.0,5790,Reg,Lvl,Corner,Gtl,OldTown,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,Fa,No,Unf,0,Unf,840,840,Gd,N,SBrkr,840,765,1605,0,2,0,3,2,TA,8,0,Detchd,1915.0,Unf,1,379,Y,0,0,202,WD,Normal,107400
75,180,RM,21.0,1596,Reg,Lvl,Inside,Gtl,MeadowV,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,Gd,GLQ,462,Unf,0,462,TA,Y,SBrkr,526,462,988,1,1,0,2,1,TA,5,0,BuiltIn,1973.0,Unf,1,297,Y,120,101,0,WD,Normal,91000
76,20,RL,69.0,8475,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,No,ALQ,228,Unf,724,952,Ex,Y,FuseA,952,0,952,0,1,0,2,1,TA,4,0,Detchd,1956.0,Unf,1,283,Y,0,0,0,WD,Normal,135750
77,50,RM,50.0,8635,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,No,BLQ,336,Other,295,672,TA,Y,SBrkr,1072,213,1285,1,1,0,2,1,TA,6,0,Detchd,1948.0,Unf,1,240,Y,0,0,0,WD,Normal,127000
78,90,RL,72.0,10778,Reg,Lvl,Inside,Gtl,Sawyer,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,1768,1768,TA,N,SBrkr,1768,0,1768,0,2,0,4,2,TA,8,0,Attchd,2005.0,Unf,0,0,Y,0,0,0,WD,Normal,136500
79,50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,No,Unf,0,Unf,440,440,Gd,Y,SBrkr,682,548,1230,0,1,1,2,1,TA,5,0,Detchd,1966.0,Unf,2,440,Y,74,0,128,WD,Normal,110000
80,60,RL,100.0,13000,Reg,Lvl,Corner,Gtl,NAmes,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,576.0,TA,Gd,CBlock,Gd,No,Rec,448,Unf,448,896,TA,Y,SBrkr,1182,960,2142,0,2,1,4,1,Gd,8,1,Attchd,1968.0,Fin,1,509,Y,0,72,0,WD,Normal,193500
81,120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,443.0,TA,Gd,PConc,Ex,No,GLQ,1201,Unf,36,1237,Ex,Y,SBrkr,1337,0,1337,1,2,0,2,1,TA,5,0,Attchd,1998.0,Fin,2,405,Y,0,199,0,WD,Normal,153500
82,20,RL,78.0,10206,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,468.0,TA,TA,PConc,Gd,No,GLQ,33,Unf,1530,1563,Ex,Y,SBrkr,1563,0,1563,0,2,0,3,1,Gd,6,1,Attchd,2007.0,RFn,3,758,Y,144,99,0,WD,Normal,245000
83,20,RL,80.0,8892,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,66.0,TA,TA,CBlock,TA,No,Unf,0,Unf,1065,1065,Gd,Y,SBrkr,1065,0,1065,0,1,1,3,1,TA,6,0,Detchd,1974.0,Unf,2,461,Y,74,0,0,Other,Normal,126500
84,80,RL,69.0,8530,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,22.0,TA,TA,PConc,Gd,No,Unf,0,Unf,384,384,Gd,Y,SBrkr,804,670,1474,0,2,1,3,1,TA,7,1,BuiltIn,1995.0,Fin,2,400,Y,120,72,0,WD,Normal,168500
85,60,RL,121.0,16059,Reg,Lvl,Corner,Gtl,NoRidge,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,284.0,Gd,TA,CBlock,Gd,No,Unf,0,Unf,1288,1288,Ex,Y,SBrkr,1301,1116,2417,0,2,1,4,1,Gd,9,1,Attchd,1991.0,Unf,2,462,Y,127,82,0,WD,Normal,260000
86,60,RL,122.0,11911,IR2,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,Unf,0,Unf,684,684,Ex,Y,SBrkr,684,876,1560,0,2,1,3,1,Gd,6,1,BuiltIn,2005.0,Fin,2,400,Y,100,38,0,WD,Normal,174000
87,160,FV,40.0,3951,Reg,Lvl,Corner,Gtl,Somerst,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,76.0,Gd,TA,PConc,Gd,Av,Unf,0,Unf,612,612,Ex,Y,SBrkr,612,612,1224,0,2,1,2,1,Gd,4,0,Detchd,2009.0,RFn,2,528,Y,0,234,0,New,Partial,164500
88,50,C (all),105.0,8470,IR1,Lvl,Corner,Gtl,IDOTRR,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,0.0,Fa,Other,CBlock,TA,No,Unf,0,Unf,1013,1013,TA,N,SBrkr,1013,0,1526,0,1,0,2,1,Fa,6,0,Attchd,2005.0,Unf,0,0,N,0,0,156,Other,Abnorml,85000
89,20,RL,60.0,8070,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,No,GLQ,588,Unf,402,990,Ex,Y,SBrkr,990,0,990,1,1,0,3,1,TA,5,0,Attchd,2005.0,Unf,0,0,Y,0,0,0,WD,Normal,123600
90,20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,0.0,TA,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,Y,FuseA,1040,0,1040,0,1,0,2,1,TA,4,0,Detchd,1950.0,Unf,2,420,Y,0,29,0,WD,Normal,109900
91,20,RL,85.0,8500,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,No,Rec,600,Unf,635,1235,TA,Y,SBrkr,1235,0,1235,0,1,0,2,1,TA,6,0,Attchd,1961.0,Unf,2,480,Y,0,0,0,WD,Abnorml,98600
92,30,RL,80.0,13360,IR1,HLS,Inside,Gtl,Crawfor,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,Gd,No,ALQ,713,Unf,163,876,Ex,Y,SBrkr,964,0,964,1,1,0,2,1,TA,5,0,Detchd,1921.0,Unf,2,432,Y,0,0,44,WD,Normal,163500
93,190,C (all),60.0,7200,Reg,Lvl,Corner,Gtl,OldTown,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Mn,Rec,1046,Unf,168,1214,Ex,N,SBrkr,1260,1031,2291,0,2,0,4,2,TA,9,1,Detchd,1900.0,Unf,2,506,Y,0,0,0,WD,Normal,133900
94,60,RL,69.0,9337,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,No,GLQ,648,Unf,176,824,Ex,Y,SBrkr,905,881,1786,1,2,1,3,1,Gd,7,0,Attchd,1997.0,RFn,2,684,Y,0,162,0,WD,Normal,204750
95,60,RL,69.0,9765,IR2,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,68.0,Ex,Gd,PConc,Gd,No,ALQ,310,Unf,370,680,Gd,Y,SBrkr,680,790,1470,0,2,1,3,1,TA,6,1,BuiltIn,1993.0,Fin,2,420,Y,232,63,0,WD,Normal,185000
96,20,RL,78.0,10264,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,183.0,Gd,TA,PConc,Gd,Av,ALQ,1162,Unf,426,1588,Ex,Y,SBrkr,1588,0,1588,0,2,0,3,1,Gd,6,0,Attchd,1999.0,RFn,2,472,Y,158,29,0,WD,Normal,214000
97,20,RL,73.0,10921,Reg,HLS,Inside,Gtl,Edwards,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,48.0,TA,TA,CBlock,TA,No,Rec,520,Unf,440,960,TA,Y,Other,960,0,960,1,1,0,3,1,TA,6,0,Attchd,1965.0,Fin,1,432,P,120,0,0,WD,Normal,94750
98,30,RL,85.0,10625,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,No,ALQ,108,Unf,350,458,Fa,N,SBrkr,835,0,835,0,1,0,2,1,TA,5,0,Basment,1920.0,Unf,1,366,Y,0,0,77,Other,Abnorml,83000
99,20,RL,77.0,9320,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,No,ALQ,569,Unf,381,950,Fa,Y,SBrkr,1225,0,1225,1,1,1,3,1,TA,6,0,Attchd,2005.0,Unf,0,0,Y,352,0,0,WD,Normal,128950
100,20,RL,69.0,10603,IR1,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,28.0,TA,TA,PConc,TA,Mn,ALQ,1200,Unf,410,1610,Gd,Y,SBrkr,1610,0,1610,1,2,0,3,1,Gd,6,2,Attchd,1977.0,RFn,2,480,Y,168,68,0,WD,Normal,205000
101,60,RL,77.0,9206,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,336.0,Gd,TA,CBlock,Gd,No,Unf,0,Unf,741,741,TA,Y,SBrkr,977,755,1732,0,2,1,3,1,Gd,7,1,Attchd,1985.0,Fin,2,476,Y,192,46,0,WD,Normal,178000
102,90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,0.0,TA,Other,Slab,TA,No,Unf,0,Unf,0,0,TA,Y,SBrkr,1535,0,1535,0,2,0,4,2,TA,8,0,Attchd,1979.0,Unf,2,410,Y,0,0,0,WD,Other,118964
103,20,RL,94.0,10402,IR1,Lvl,Corner,Gtl,CollgCr,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,No,Unf,0,Unf,1226,1226,Ex,Y,SBrkr,1226,0,1226,0,2,0,3,1,Gd,6,0,Attchd,2009.0,RFn,3,740,Y,0,36,0,WD,Normal,198900
104,50,RM,69.0,7758,Reg,Lvl,Corner,Gtl,IDOTRR,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,600.0,TA,Other,PConc,TA,No,LwQ,224,Unf,816,1040,Ex,Y,Other,1226,592,1818,0,1,1,4,1,TA,7,2,Detchd,1951.0,Unf,1,240,Y,0,0,0,WD,Normal,169500
105,60,FV,75.0,9375,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,768.0,Gd,TA,PConc,Ex,No,Unf,0,Unf,1053,1053,Ex,Y,SBrkr,1053,939,1992,0,2,1,3,1,Gd,9,1,Attchd,2003.0,RFn,2,648,Y,140,45,0,WD,Normal,250000
106,30,RM,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,0.0,TA,TA,BrkTil,Fa,No,Unf,0,Unf,641,641,Gd,Y,SBrkr,1047,0,1047,0,1,0,2,1,TA,6,0,Detchd,1954.0,Unf,1,273,N,0,0,0,WD,Normal,100000
107,20,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,No,ALQ,104,Other,516,789,Ex,Y,SBrkr,789,0,789,0,1,0,2,1,TA,5,0,Detchd,1948.0,Unf,1,250,Y,0,0,0,WD,Partial,115000
108,50,RM,85.0,8500,Reg,Lvl,Corner,Gtl,IDOTRR,1Fam,1.5Fin,5,7,1919,2005,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,793,793,TA,N,Other,997,520,1517,0,2,0,3,1,Fa,7,0,Attchd,2005.0,Unf,0,0,N,0,0,144,WD,Normal,115000
109,20,RL,105.0,11751,IR1,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,480.0,TA,TA,CBlock,Gd,No,BLQ,705,Unf,1139,1844,Ex,Y,SBrkr,1844,0,1844,0,2,0,3,1,TA,7,1,Attchd,1977.0,RFn,2,546,Y,0,122,0,Other,Normal,190000
110,50,RL,75.0,9525,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,No,Rec,444,Unf,550,994,Gd,Y,SBrkr,1216,639,1855,0,2,0,4,1,TA,7,0,Attchd,1954.0,Unf,1,325,Y,182,0,0,WD,Normal,136900
111,80,RL,69.0,7750,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,No,GLQ,250,Unf,134,384,Ex,Y,SBrkr,774,656,1430,0,2,1,3,1,TA,7,1,BuiltIn,2000.0,Fin,2,400,Y,180,0,0,WD,Normal,180000
112,60,RL,77.0,9965,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,220.0,Gd,TA,PConc,Ex,Av,GLQ,984,Unf,280,1264,Ex,Y,SBrkr,1282,1414,2696,1,2,1,4,1,Ex,10,1,BuiltIn,2007.0,Fin,3,792,Y,120,184,0,New,Partial,383970
113,20,RL,69.0,21000,Reg,Bnk,Corner,Gtl,Crawfor,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,184.0,TA,Gd,CBlock,Gd,Mn,ALQ,35,Other,905,1809,TA,Y,SBrkr,2259,0,2259,1,2,0,3,1,Gd,7,2,Basment,1953.0,Unf,2,450,Y,166,120,192,Other,Abnorml,217000
114,70,RL,61.0,7259,IR1,Lvl,Inside,Mod,Crawfor,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,No,ALQ,774,Other,104,1028,Ex,Y,SBrkr,1436,884,2320,1,2,1,3,1,Gd,9,1,Detchd,1945.0,Unf,1,180,Y,224,0,0,WD,Normal,259500
115,160,FV,34.0,3230,Reg,Lvl,Corner,Gtl,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,1129.0,TA,TA,PConc,Gd,No,GLQ,419,Unf,310,729,Gd,Y,SBrkr,729,729,1458,0,2,1,2,1,TA,5,1,Detchd,1999.0,Unf,2,440,Y,0,32,0,WD,Normal,176000
116,20,RL,69.0,11616,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,116.0,TA,TA,CBlock,TA,No,LwQ,170,Other,252,1092,TA,Y,SBrkr,1092,0,1092,0,1,0,3,1,TA,6,1,Attchd,1962.0,Unf,1,288,Y,0,20,144,WD,Normal,139000
117,20,RL,74.0,8536,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,No,Unf,0,Unf,1125,1125,Gd,Y,SBrkr,1125,0,1125,0,1,1,2,1,TA,5,0,Attchd,2007.0,Unf,2,430,Y,80,64,0,New,Partial,155000
118,60,RL,90.0,12376,Reg,Lvl,Corner,Gtl,SawyerW,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,0.0,TA,TA,PConc,Gd,Mn,GLQ,1470,Unf,203,1673,Gd,Y,SBrkr,1699,1523,3222,1,3,0,5,1,Gd,11,2,Attchd,1990.0,Unf,3,594,Y,367,0,0,WD,Normal,320000
119,60,RL,65.0,8461,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,728,728,Ex,Y,SBrkr,728,728,1456,0,2,1,3,1,Gd,8,1,Attchd,2005.0,Fin,2,390,Y,0,24,0,New,Partial,163990
120,80,RL,69.0,21453,IR1,Low,CulDSac,Sev,ClearCr,1Fam,SLvl,6,5,1969,1969,Flat,Plywood,Plywood,0.0,TA,TA,CBlock,TA,Gd,ALQ,938,Unf,0,938,Ex,Y,SBrkr,988,0,988,1,1,0,1,1,TA,4,2,Attchd,1969.0,Unf,2,540,Y,0,130,0,WD,Normal,180000
121,50,RM,50.0,6060,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,5,1939,1950,Gable,AsbShng,AsbShng,0.0,TA,TA,PConc,TA,No,Unf,0,Unf,732,732,Gd,Y,SBrkr,772,351,1123,0,1,0,3,1,TA,4,0,Detchd,1979.0,Unf,1,264,P,0,0,140,WD,Normal,100000
122,20,RL,75.0,9464,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,135.0,TA,Gd,CBlock,TA,No,BLQ,570,Unf,510,1080,Gd,Y,SBrkr,1080,0,1080,0,1,0,3,1,TA,5,0,Attchd,1958.0,Unf,1,288,Y,0,0,0,WD,Normal,136000
123,120,RL,55.0,7892,Reg,Lvl,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,1993,1993,Gable,Plywood,Plywood,0.0,Gd,TA,PConc,Gd,No,GLQ,300,Unf,899,1199,Ex,Y,SBrkr,1199,0,1199,0,2,0,2,1,Gd,5,0,Attchd,1993.0,RFn,2,530,Y,0,63,0,WD,Normal,153900
124,20,RL,48.0,17043,IR1,Lvl,CulDSac,Gtl,NWAmes,1Fam,1Story,6,5,1979,1998,Gable,HdBoard,HdBoard,0.0,TA,Gd,CBlock,Gd,No,Unf,0,Unf,1362,1362,TA,Y,SBrkr,1586,0,1586,0,2,0,3,1,TA,7,1,Attchd,1979.0,Unf,2,435,Y,192,0,0,WD,Normal,181000
125,190,RM,60.0,6780,Reg,Lvl,Inside,Gtl,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,Wd Sdng,0.0,TA,Other,CBlock,TA,Av,GLQ,490,Unf,30,520,Gd,N,SBrkr,520,0,754,1,1,0,2,1,TA,5,0,Attchd,2005.0,Unf,0,0,N,53,0,0,WD,Normal,84500
126,120,RL,69.0,4928,IR1,Lvl,Inside,Gtl,NPkVill,TwnhsE,1Story,6,5,1976,1976,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,No,ALQ,120,Unf,958,1078,TA,Y,SBrkr,958,0,958,0,2,0,2,1,TA,5,1,Attchd,1977.0,RFn,2,440,Y,0,205,0,WD,Normal,128000
127,45,RM,55.0,4388,IR1,Bnk,Inside,Gtl,OldTown,1Fam,1.5Unf,5,7,1930,1950,Gable,WdShing,Wd Sdng,0.0,TA,Gd,BrkTil,TA,No,LwQ,116,Unf,556,672,Ex,Y,SBrkr,840,0,840,0,1,0,3,1,TA,5,1,Attchd,2005.0,Unf,0,0,N,0,0,0,WD,Normal,87000
128,60,RL,69.0,7590,Reg,Lvl,Inside,Gtl,NAmes,1Fam,2Story,6,5,1966,1966,Gable,VinylSd,VinylSd,266.0,TA,TA,CBlock,TA,No,BLQ,512,Unf,148,660,TA,Y,SBrkr,660,688,1348,0,1,1,3,1,TA,6,1,Attchd,1966.0,RFn,2,453,Y,188,108,0,WD,Normal,155000
129,20,RL,69.0,8973,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1958,1991,Gable,Plywood,Plywood,85.0,TA,TA,CBlock,TA,No,Rec,567,Other,413,1008,TA,Y,FuseA,1053,0,1053,0,1,1,3,1,Ex,6,0,2Types,1998.0,RFn,2,750,Y,0,80,0,WD,Abnorml,150000
130,60,RL,88.0,14200,Reg,Lvl,Corner,Gtl,NAmes,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,309.0,TA,TA,CBlock,TA,No,Rec,445,Unf,479,924,Ex,Y,SBrkr,1216,941,2157,0,2,1,4,1,Gd,8,2,Attchd,1966.0,Fin,2,487,Y,105,66,0,WD,Normal,226000
131,60,RL,69.0,12224,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,40.0,Gd,TA,PConc,Gd,No,GLQ,695,Unf,297,992,Ex,Y,SBrkr,1022,1032,2054,1,2,1,3,1,Gd,7,1,BuiltIn,2000.0,RFn,2,390,Y,24,48,0,WD,Normal,244000
132,20,RL,75.0,7388,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,5,6,1959,2002,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,Rec,405,Unf,658,1063,Gd,Y,SBrkr,1327,0,1327,1,1,0,3,1,Gd,7,0,Detchd,1974.0,Unf,2,624,Y,0,0,0,WD,Normal,150750
133,20,RL,69.0,6853,IR1,Lvl,Inside,Gtl,Timber,1Fam,1Story,8,5,2001,2002,Gable,VinylSd,VinylSd,136.0,Gd,TA,PConc,Ex,No,GLQ,1005,Unf,262,1267,Ex,Y,SBrkr,1296,0,1296,1,2,0,2,1,Gd,6,0,Attchd,2001.0,Fin,2,471,Y,192,25,0,WD,Normal,220000
134,20,RL,78.0,10335,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,6,1968,1993,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,No,Rec,570,Unf,891,1461,Gd,Y,SBrkr,1721,0,1721,0,2,1,3,1,TA,7,1,Attchd,1968.0,RFn,2,440,Y,0,96,180,WD,Normal,180000
135,20,RL,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,7,6,1970,1970,Hip,Plywood,Plywood,288.0,TA,TA,PConc,TA,No,Unf,0,Unf,1304,1304,Gd,Y,SBrkr,1682,0,1682,0,2,0,3,1,TA,7,1,Attchd,1970.0,Unf,2,530,Y,98,0,0,WD,Normal,174000
136,20,RL,69.0,10355,IR1,Lvl,Corner,Gtl,NAmes,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,196.0,TA,TA,CBlock,TA,No,BLQ,695,Unf,519,1214,TA,Y,SBrkr,1214,0,1214,0,2,0,3,1,TA,5,1,Attchd,1967.0,RFn,1,318,Y,0,111,0,WD,Normal,143000
137,90,RL,82.0,11070,Reg,Lvl,Inside,Gtl,Mitchel,Duplex,1Story,7,5,1988,1989,Gable,VinylSd,VinylSd,70.0,TA,TA,CBlock,TA,No,Unf,0,Unf,1907,1907,Gd,Y,SBrkr,1959,0,1959,0,3,0,5,2,TA,9,0,2Types,1989.0,Unf,3,766,Y,0,0,0,WD,Other,171000
138,60,RL,73.0,9066,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,320.0,Gd,TA,PConc,Gd,Mn,GLQ,668,Unf,336,1004,Ex,Y,SBrkr,1004,848,1852,0,2,1,3,1,Gd,7,2,Attchd,1999.0,Fin,3,660,Y,224,106,0,WD,Normal,230000
139,60,RL,65.0,15426,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,No,GLQ,821,Unf,107,928,Ex,Y,SBrkr,928,836,1764,1,2,1,3,1,Gd,7,0,Attchd,1997.0,RFn,2,470,Y,276,99,0,WD,Normal,231500
140,20,RL,70.0,10500,Reg,Lvl,FR2,Gtl,NAmes,1Fam,1Story,4,5,1971,1971,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,No,ALQ,432,Unf,432,864,TA,Y,SBrkr,864,0,864,0,1,0,3,1,TA,5,1,Attchd,2005.0,Unf,0,0,Y,0,0,0,Other,Normal,115000
141,20,RL,78.0,11645,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,GLQ,1300,Unf,434,1734,Ex,Y,SBrkr,1734,0,1734,1,2,0,3,1,Gd,7,0,Attchd,2005.0,Fin,2,660,Y,160,24,0,WD,Normal,260000
142,50,RL,71.0,8520,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,0.0,TA,Other,CBlock,TA,No,Rec,507,Unf,403,910,Fa,Y,SBrkr,910,475,1385,0,2,0,4,1,TA,6,0,Detchd,2000.0,Unf,2,720,Y,0,0,0,WD,Normal,166000
143,20,RL,78.0,10335,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,183.0,Gd,TA,PConc,Gd,Gd,GLQ,679,Unf,811,1490,Ex,Y,SBrkr,1501,0,1501,1,2,0,3,1,Gd,6,0,Attchd,1999.0,RFn,2,577,Y,144,29,0,WD,Normal,204000
